local,resultado,visitante,fecha
Independiente,2 -                                         0,Colón de Santa Fe,regular_a_4
Godoy Cruz,2 -                                         1,Estudiantes,regular_a_4
Unión Santa Fe,1 -                                         2,Lanús,regular_a_4
Central Córdoba (Santiago del Estero),0 -                                         0,Racing Club,regular_a_4
River Plate,0 -                                         1,Talleres,regular_a_4
Banfield,0 -                                         1,Boca Juniors,regular_a_4
Aldosivi,3 -                                         0,At. Tucumán,regular_a_4
Huracán,0 -                                         0,Argentinos Juniors,regular_a_4
Lanús,1 -                                         0,Central Córdoba (Santiago del Estero),regular_a_5
Estudiantes,0 -                                         1,Vélez Sarsfield,regular_a_5
Defensa y Justicia,0 -                                         0,Banfield,regular_a_5
Argentinos Juniors,1 -                                         0,Gimnasia La Plata,regular_a_5
San Lorenzo de Almagro,2 -                                         1,Unión Santa Fe,regular_a_5
Patronato,1 -                                         0,Independiente,regular_a_5
Racing Club,3 -                                         1,Godoy Cruz,regular_a_5
At. Tucumán,1 -                                         0,Arsenal de Sarandí,regular_a_5
Colón de Santa Fe,1 -                                         1,Rosario Central,regular_a_5
Talleres,2 -                                         1,Aldosivi,regular_a_5
Newell´s Old Boys,4 -                                         1,Huracán,regular_a_5
River Plate,0 -                                         0,Boca Juniors,regular_a_5
Arsenal de Sarandí,4 -                                         1,Unión Santa Fe,regular_a_6
Central Córdoba (Santiago del Estero),1 -                                         2,Defensa y Justicia,regular_a_6
Godoy Cruz,0 -                                         1,Argentinos Juniors,regular_a_6
Colón de Santa Fe,2 -                                         1,San Lorenzo de Almagro,regular_a_6
Huracán,0 -                                         4,River Plate,regular_a_6
Gimnasia La Plata,1 -                                         2,Racing Club,regular_a_6
Banfield,0 -                                         1,Talleres,regular_a_6
Rosario Central,1 -                                         1,Newell´s Old Boys,regular_a_6
Independiente,2 -                                         2,Lanús,regular_a_6
Boca Juniors,1 -                                         0,Estudiantes,regular_a_6
Aldosivi,1 -                                         1,Patronato,regular_a_6
Vélez Sarsfield,1 -                                         0,At. Tucumán,regular_a_6
Unión Santa Fe,0 -                                         0,Rosario Central,regular_a_7
Argentinos Juniors,3 -                                         1,Central Córdoba (Santiago del Estero),regular_a_7
Estudiantes,1 -                                         0,Patronato,regular_a_7
Defensa y Justicia,0 -                                         1,Huracán,regular_a_7
San Lorenzo de Almagro,0 -                                         2,Boca Juniors,regular_a_7
At. Tucumán,0 -                                         1,Independiente,regular_a_7
Newell´s Old Boys,2 -                                         0,Aldosivi,regular_a_7
Godoy Cruz,0 -                                         2,Banfield,regular_a_7
Lanús,3 -                                         2,Colón de Santa Fe,regular_a_7
Racing Club,2 -                                         1,Arsenal de Sarandí,regular_a_7
River Plate,1 -                                         2,Vélez Sarsfield,regular_a_7
Talleres,2 -                                         1,Gimnasia La Plata,regular_a_7
Aldosivi,1 -                                         2,Unión Santa Fe,regular_a_8
Patronato,1 -                                         1,Lanús,regular_a_8
Arsenal de Sarandí,3 -                                         0,Estudiantes,regular_a_8
Gimnasia La Plata,0 -                                         2,River Plate,regular_a_8
Boca Juniors,1 -                                         1,Newell´s Old Boys,regular_a_8
Banfield,0 -                                         1,San Lorenzo de Almagro,regular_a_8
Huracán,0 -                                         0,At. Tucumán,regular_a_8
Vélez Sarsfield,0 -                                         1,Defensa y Justicia,regular_a_8
Rosario Central,1 -                                         1,Racing Club,regular_a_8
Independiente,3 -                                         2,Talleres,regular_a_8
Central Córdoba (Santiago del Estero),1 -                                         0,Godoy Cruz,regular_a_8
Colón de Santa Fe,1 -                                         0,Argentinos Juniors,regular_a_8
Newell´s Old Boys,0 -                                         0,Banfield,regular_a_9
At. Tucumán,2 -                                         1,Talleres,regular_a_9
Godoy Cruz,2 -                                         4,Gimnasia La Plata,regular_a_9
Argentinos Juniors,2 -                                         1,Arsenal de Sarandí,regular_a_9
San Lorenzo de Almagro,1 -                                         4,Central Córdoba (Santiago del Estero),regular_a_9
Estudiantes,0 -                                         0,Huracán,regular_a_9
Racing Club,2 -                                         0,Aldosivi,regular_a_9
Vélez Sarsfield,2 -                                         0,Independiente,regular_a_9
Lanús,1 -                                         1,Rosario Central,regular_a_9
Unión Santa Fe,1 -                                         0,Colón de Santa Fe,regular_a_9
River Plate,2 -                                         0,Patronato,regular_a_9
Defensa y Justicia,0 -                                         1,Boca Juniors,regular_a_9
Arsenal de Sarandí,3 -                                         3,River Plate,regular_a_10
Boca Juniors,0 -                                         1,Racing Club,regular_a_10
Banfield,1 -                                         2,At. Tucumán,regular_a_10
Independiente,0 -                                         1,Argentinos Juniors,regular_a_10
Patronato,1 -                                         3,Newell´s Old Boys,regular_a_10
Talleres,2 -                                         4,Lanús,regular_a_10
Aldosivi,1 -                                         0,Defensa y Justicia,regular_a_10
Gimnasia La Plata,0 -                                         1,Unión Santa Fe,regular_a_10
Huracán,2 -                                         0,San Lorenzo de Almagro,regular_a_10
Rosario Central,0 -                                         1,Vélez Sarsfield,regular_a_10
Central Córdoba (Santiago del Estero),0 -                                         1,Estudiantes,regular_a_10
Colón de Santa Fe,2 -                                         1,Godoy Cruz,regular_a_10
Godoy Cruz,3 -                                         2,Aldosivi,regular_a_11
Estudiantes,3 -                                         0,Rosario Central,regular_a_11
At. Tucumán,2 -                                         0,Patronato,regular_a_11
Newell´s Old Boys,0 -                                         4,Gimnasia La Plata,regular_a_11
River Plate,2 -                                         1,Colón de Santa Fe,regular_a_11
Argentinos Juniors,1 -                                         0,Talleres,regular_a_11
San Lorenzo de Almagro,1 -                                         3,Defensa y Justicia,regular_a_11
Unión Santa Fe,2 -                                         2,Independiente,regular_a_11
Racing Club,0 -                                         0,Banfield,regular_a_11
Arsenal de Sarandí,2 -                                         2,Central Córdoba (Santiago del Estero),regular_a_11
Vélez Sarsfield,0 -                                         0,Huracán,regular_a_11
Lanús,2 -                                         1,Boca Juniors,regular_a_11
Colón de Santa Fe,0 -                                         2,At. Tucumán,regular_a_12
Gimnasia La Plata,0 -                                         1,Estudiantes,regular_a_12
Rosario Central,5 -                                         2,Godoy Cruz,regular_a_12
Aldosivi,1 -                                         2,River Plate,regular_a_12
Boca Juniors,5 -                                         1,Arsenal de Sarandí,regular_a_12
Banfield,3 -                                         3,Unión Santa Fe,regular_a_12
Talleres,1 -                                         0,Newell´s Old Boys,regular_a_12
Patronato,1 -                                         1,Racing Club,regular_a_12
Independiente,2 -                                         1,San Lorenzo de Almagro,regular_a_12
Defensa y Justicia,0 -                                         0,Argentinos Juniors,regular_a_12
Huracán,0 -                                         1,Lanús,regular_a_12
Central Córdoba (Santiago del Estero),0 -                                         0,Vélez Sarsfield,regular_a_12
Estudiantes,1 -                                         0,Talleres,regular_a_13
Unión Santa Fe,0 -                                         1,At. Tucumán,regular_a_13
Lanús,0 -                                         1,Banfield,regular_a_13
San Lorenzo de Almagro,3 -                                         0,Argentinos Juniors,regular_a_13
Godoy Cruz,1 -                                         2,Independiente,regular_a_13
Central Córdoba (Santiago del Estero),3 -                                         2,Patronato,regular_a_13
River Plate,0 -                                         1,Rosario Central,regular_a_13
Aldosivi,0 -                                         3,Gimnasia La Plata,regular_a_13
Newell´s Old Boys,2 -                                         0,Defensa y Justicia,regular_a_13
Racing Club,1 -                                         0,Huracán,regular_a_13
Vélez Sarsfield,0 -                                         0,Boca Juniors,regular_a_13
Arsenal de Sarandí,2 -                                         1,Colón de Santa Fe,regular_a_13
Defensa y Justicia,2 -                                         0,Lanús,regular_a_14
Huracán,1 -                                         1,Central Córdoba (Santiago del Estero),regular_a_14
At. Tucumán,2 -                                         2,San Lorenzo de Almagro,regular_a_14
Boca Juniors,2 -                                         0,Unión Santa Fe,regular_a_14
Banfield,1 -                                         0,Vélez Sarsfield,regular_a_14
Gimnasia La Plata,0 -                                         1,Arsenal de Sarandí,regular_a_14
Talleres,3 -                                         3,Racing Club,regular_a_14
Patronato,0 -                                         2,Godoy Cruz,regular_a_14
Colón de Santa Fe,3 -                                         2,Estudiantes,regular_a_14
Rosario Central,5 -                                         1,Aldosivi,regular_a_14
Argentinos Juniors,1 -                                         0,Newell´s Old Boys,regular_a_14
Independiente,1 -                                         2,River Plate,regular_a_14
Banfield,1 -                                         1,Gimnasia La Plata,regular_a_15
Racing Club,1 -                                         1,Defensa y Justicia,regular_a_15
Estudiantes,1 -                                         1,At. Tucumán,regular_a_15
Boca Juniors,1 -                                         1,Argentinos Juniors,regular_a_15
Newell´s Old Boys,2 -                                         3,River Plate,regular_a_15
San Lorenzo de Almagro,2 -                                         0,Patronato,regular_a_15
Godoy Cruz,0 -                                         5,Talleres,regular_a_15
Vélez Sarsfield,3 -                                         1,Colón de Santa Fe,regular_a_15
Aldosivi,0 -                                         0,Independiente,regular_a_15
Central Córdoba (Santiago del Estero),1 -                                         1,Rosario Central,regular_a_15
Arsenal de Sarandí,1 -                                         1,Lanús,regular_a_15
Unión Santa Fe,1 -                                         0,Huracán,regular_a_15
Colón de Santa Fe,0 -                                         2,Aldosivi,regular_a_16
Independiente,0 -                                         1,Banfield,regular_a_16
Huracán,0 -                                         2,Arsenal de Sarandí,regular_a_16
Talleres,0 -                                         0,Unión Santa Fe,regular_a_16
At. Tucumán,2 -                                         2,Newell´s Old Boys,regular_a_16
Lanús,1 -                                         0,Racing Club,regular_a_16
Defensa y Justicia,2 -                                         0,Godoy Cruz,regular_a_16
Gimnasia La Plata,2 -                                         1,Central Córdoba (Santiago del Estero),regular_a_16
Rosario Central,1 -                                         0,Boca Juniors,regular_a_16
River Plate,0 -                                         1,San Lorenzo de Almagro,regular_a_16
Patronato,0 -                                         1,Vélez Sarsfield,regular_a_16
Argentinos Juniors,1 -                                         1,Estudiantes,regular_a_16
Aldosivi,2 -                                         0,Lanús,regular_a_17
Gimnasia La Plata,0 -                                         0,Vélez Sarsfield,regular_a_17
Unión Santa Fe,1 -                                         0,Argentinos Juniors,regular_a_17
Rosario Central,2 -                                         1,Huracán,regular_a_17
Arsenal de Sarandí,1 -                                         1,Newell´s Old Boys,regular_a_17
San Lorenzo de Almagro,1 -                                         1,Estudiantes,regular_a_17
Central Córdoba (Santiago del Estero),1 -                                         0,Colón de Santa Fe,regular_a_17
Godoy Cruz,0 -                                         1,River Plate,regular_a_17
Defensa y Justicia,4 -                                         1,Talleres,regular_a_17
Banfield,3 -                                         3,Patronato,regular_a_17
Racing Club,1 -                                         1,At. Tucumán,regular_a_17
Boca Juniors,0 -                                         0,Independiente,regular_a_17
Vélez Sarsfield,1 -                                         1,Aldosivi,regular_a_18
Huracán,1 -                                         1,Gimnasia La Plata,regular_a_18
Independiente,5 -                                         0,Rosario Central,regular_a_18
At. Tucumán,1 -                                         1,Defensa y Justicia,regular_a_18
Estudiantes,3 -                                         1,Unión Santa Fe,regular_a_18
Argentinos Juniors,1 -                                         1,Racing Club,regular_a_18
River Plate,2 -                                         0,Central Córdoba (Santiago del Estero),regular_a_18
Lanús,2 -                                         0,Godoy Cruz,regular_a_18
Colón de Santa Fe,0 -                                         1,Banfield,regular_a_18
Talleres,1 -                                         2,Boca Juniors,regular_a_18
Patronato,2 -                                         2,Arsenal de Sarandí,regular_a_18
Newell´s Old Boys,1 -                                         0,San Lorenzo de Almagro,regular_a_18
Aldosivi,0 -                                         2,Central Córdoba (Santiago del Estero),regular_a_19
Argentinos Juniors,0 -                                         0,Lanús,regular_a_19
Gimnasia La Plata,1 -                                         1,Patronato,regular_a_19
Defensa y Justicia,0 -                                         0,Colón de Santa Fe,regular_a_19
Banfield,1 -                                         1,Rosario Central,regular_a_19
Newell´s Old Boys,0 -                                         0,Estudiantes,regular_a_19
Boca Juniors,2 -                                         0,At. Tucumán,regular_a_19
San Lorenzo de Almagro,1 -                                         0,Vélez Sarsfield,regular_a_19
Racing Club,1 -                                         0,Independiente,regular_a_19
Unión Santa Fe,1 -                                         2,River Plate,regular_a_19
Arsenal de Sarandí,1 -                                         1,Talleres,regular_a_19
Godoy Cruz,2 -                                         1,Huracán,regular_a_19
Patronato,1 -                                         0,Unión Santa Fe,regular_a_20
Colón de Santa Fe,1 -                                         1,Racing Club,regular_a_20
Huracán,0 -                                         2,Aldosivi,regular_a_20
At. Tucumán,0 -                                         2,Argentinos Juniors,regular_a_20
Rosario Central,1 -                                         0,Gimnasia La Plata,regular_a_20
Talleres,1 -                                         0,San Lorenzo de Almagro,regular_a_20
Lanús,1 -                                         1,Newell´s Old Boys,regular_a_20
River Plate,1 -                                         0,Banfield,regular_a_20
Central Córdoba (Santiago del Estero),0 -                                         4,Boca Juniors,regular_a_20
Estudiantes,1 -                                         2,Defensa y Justicia,regular_a_20
Independiente,1 -                                         1,Arsenal de Sarandí,regular_a_20
Vélez Sarsfield,0 -                                         1,Godoy Cruz,regular_a_20
Banfield,0 -                                         1,Aldosivi,regular_a_21
Argentinos Juniors,1 -                                         1,Patronato,regular_a_21
San Lorenzo de Almagro,0 -                                         1,Racing Club,regular_a_21
Independiente,0 -                                         1,Gimnasia La Plata,regular_a_21
Newell´s Old Boys,4 -                                         0,Colón de Santa Fe,regular_a_21
At. Tucumán,2 -                                         2,Lanús,regular_a_21
Arsenal de Sarandí,0 -                                         4,Vélez Sarsfield,regular_a_21
Boca Juniors,3 -                                         0,Godoy Cruz,regular_a_21
Estudiantes,0 -                                         2,River Plate,regular_a_21
Defensa y Justicia,3 -                                         0,Rosario Central,regular_a_21
Unión Santa Fe,0 -                                         0,Central Córdoba (Santiago del Estero),regular_a_21
Talleres,4 -                                         2,Huracán,regular_a_21
Racing Club,1 -                                         1,Newell´s Old Boys,regular_a_22
Colón de Santa Fe,0 -                                         4,Boca Juniors,regular_a_22
Gimnasia La Plata,1 -                                         0,At. Tucumán,regular_a_22
River Plate,1 -                                         1,Defensa y Justicia,regular_a_22
Godoy Cruz,1 -                                         3,Unión Santa Fe,regular_a_22
Central Córdoba (Santiago del Estero),1 -                                         1,Banfield,regular_a_22
Aldosivi,1 -                                         3,San Lorenzo de Almagro,regular_a_22
Lanús,1 -                                         1,Estudiantes,regular_a_22
Rosario Central,3 -                                         1,Arsenal de Sarandí,regular_a_22
Vélez Sarsfield,2 -                                         0,Argentinos Juniors,regular_a_22
Patronato,3 -                                         2,Talleres,regular_a_22
Huracán,1 -                                         0,Independiente,regular_a_22
Arsenal de Sarandí,4 -                                         0,Aldosivi,regular_a_23
Argentinos Juniors,2 -                                         1,Rosario Central,regular_a_23
Defensa y Justicia,2 -                                         0,Patronato,regular_a_23
Banfield,0 -                                         3,Huracán,regular_a_23
At. Tucumán,1 -                                         1,River Plate,regular_a_23
Boca Juniors,1 -                                         0,Gimnasia La Plata,regular_a_23
San Lorenzo de Almagro,4 -                                         3,Lanús,regular_a_23
Independiente,3 -                                         0,Central Córdoba (Santiago del Estero),regular_a_23
Newell´s Old Boys,0 -                                         2,Godoy Cruz,regular_a_23
Talleres,2 -                                         0,Colón de Santa Fe,regular_a_23
Unión Santa Fe,0 -                                         3,Vélez Sarsfield,regular_a_23
Estudiantes,1 -                                         2,Racing Club,regular_a_23
Racing Club,0 -                                         0,Unión Santa Fe,regular_a_1
Colón de Santa Fe,0 -                                         1,Patronato,regular_a_1
San Lorenzo de Almagro,3 -                                         2,Godoy Cruz,regular_a_1
Lanús,1 -                                         1,Gimnasia La Plata,regular_a_1
Argentinos Juniors,1 -                                         1,River Plate,regular_a_1
Estudiantes,1 -                                         0,Aldosivi,regular_a_1
Newell´s Old Boys,2 -                                         0,Central Córdoba (Santiago del Estero),regular_a_1
Talleres,1 -                                         0,Vélez Sarsfield,regular_a_1
Defensa y Justicia,0 -                                         1,Independiente,regular_a_1
Boca Juniors,0 -                                         0,Huracán,regular_a_1
Arsenal de Sarandí,1 -                                         0,Banfield,regular_a_1
At. Tucumán,1 -                                         2,Rosario Central,regular_a_1
Huracán,2 -                                         0,Colón de Santa Fe,regular_a_2
Aldosivi,0 -                                         0,Argentinos Juniors,regular_a_2
Rosario Central,1 -                                         0,Talleres,regular_a_2
Central Córdoba (Santiago del Estero),1 -                                         0,At. Tucumán,regular_a_2
Vélez Sarsfield,2 -                                         2,Racing Club,regular_a_2
Unión Santa Fe,2 -                                         1,Defensa y Justicia,regular_a_2
Gimnasia La Plata,0 -                                         1,San Lorenzo de Almagro,regular_a_2
Banfield,1 -                                         0,Estudiantes,regular_a_2
River Plate,3 -                                         0,Lanús,regular_a_2
Patronato,0 -                                         2,Boca Juniors,regular_a_2
Godoy Cruz,0 -                                         2,Arsenal de Sarandí,regular_a_2
Independiente,2 -                                         3,Newell´s Old Boys,regular_a_2
Argentinos Juniors,3 -                                         2,Banfield,regular_a_3
Talleres,1 -                                         1,Central Córdoba (Santiago del Estero),regular_a_3
Newell´s Old Boys,2 -                                         0,Unión Santa Fe,regular_a_3
San Lorenzo de Almagro,2 -                                         2,Rosario Central,regular_a_3
Racing Club,1 -                                         6,River Plate,regular_a_3
Patronato,2 -                                         1,Huracán,regular_a_3
Defensa y Justicia,0 -                                         3,Arsenal de Sarandí,regular_a_3
Lanús,3 -                                         1,Vélez Sarsfield,regular_a_3
Boca Juniors,2 -                                         0,Aldosivi,regular_a_3
At. Tucumán,1 -                                         0,Godoy Cruz,regular_a_3
Colón de Santa Fe,2 -                                         1,Gimnasia La Plata,regular_a_3
Estudiantes,3 -                                         0,Independiente,regular_a_3
Arsenal de Sarandí,0 -                                         2,San Lorenzo de Almagro,regular_a_4
Gimnasia La Plata,0 -                                         1,Defensa y Justicia,regular_a_4
Vélez Sarsfield,3 -                                         1,Newell´s Old Boys,regular_a_4
Rosario Central,1 -                                         1,Patronato,regular_a_4
Independiente,2 -                                         0,Colón de Santa Fe,regular_a_4
Godoy Cruz,2 -                                         1,Estudiantes,regular_a_4
Unión Santa Fe,1 -                                         2,Lanús,regular_a_4
Central Córdoba (Santiago del Estero),0 -                                         0,Racing Club,regular_a_4
River Plate,0 -                                         1,Talleres,regular_a_4
Banfield,0 -                                         1,Boca Juniors,regular_a_4
Aldosivi,3 -                                         0,At. Tucumán,regular_a_4
Huracán,0 -                                         0,Argentinos Juniors,regular_a_4
Lanús,1 -                                         0,Central Córdoba (Santiago del Estero),regular_a_5
Estudiantes,0 -                                         1,Vélez Sarsfield,regular_a_5
Defensa y Justicia,0 -                                         0,Banfield,regular_a_5
Argentinos Juniors,1 -                                         0,Gimnasia La Plata,regular_a_5
San Lorenzo de Almagro,2 -                                         1,Unión Santa Fe,regular_a_5
Patronato,1 -                                         0,Independiente,regular_a_5
Racing Club,3 -                                         1,Godoy Cruz,regular_a_5
At. Tucumán,1 -                                         0,Arsenal de Sarandí,regular_a_5
Colón de Santa Fe,1 -                                         1,Rosario Central,regular_a_5
Talleres,2 -                                         1,Aldosivi,regular_a_5
Newell´s Old Boys,4 -                                         1,Huracán,regular_a_5
River Plate,0 -                                         0,Boca Juniors,regular_a_5
Arsenal de Sarandí,4 -                                         1,Unión Santa Fe,regular_a_6
Central Córdoba (Santiago del Estero),1 -                                         2,Defensa y Justicia,regular_a_6
Godoy Cruz,0 -                                         1,Argentinos Juniors,regular_a_6
Colón de Santa Fe,2 -                                         1,San Lorenzo de Almagro,regular_a_6
Huracán,0 -                                         4,River Plate,regular_a_6
Gimnasia La Plata,1 -                                         2,Racing Club,regular_a_6
Banfield,0 -                                         1,Talleres,regular_a_6
Rosario Central,1 -                                         1,Newell´s Old Boys,regular_a_6
Independiente,2 -                                         2,Lanús,regular_a_6
Boca Juniors,1 -                                         0,Estudiantes,regular_a_6
Aldosivi,1 -                                         1,Patronato,regular_a_6
Vélez Sarsfield,1 -                                         0,At. Tucumán,regular_a_6
Unión Santa Fe,0 -                                         0,Rosario Central,regular_a_7
Argentinos Juniors,3 -                                         1,Central Córdoba (Santiago del Estero),regular_a_7
Estudiantes,1 -                                         0,Patronato,regular_a_7
Defensa y Justicia,0 -                                         1,Huracán,regular_a_7
San Lorenzo de Almagro,0 -                                         2,Boca Juniors,regular_a_7
At. Tucumán,0 -                                         1,Independiente,regular_a_7
Newell´s Old Boys,2 -                                         0,Aldosivi,regular_a_7
Godoy Cruz,0 -                                         2,Banfield,regular_a_7
Lanús,3 -                                         2,Colón de Santa Fe,regular_a_7
Racing Club,2 -                                         1,Arsenal de Sarandí,regular_a_7
River Plate,1 -                                         2,Vélez Sarsfield,regular_a_7
Talleres,2 -                                         1,Gimnasia La Plata,regular_a_7
Aldosivi,1 -                                         2,Unión Santa Fe,regular_a_8
Patronato,1 -                                         1,Lanús,regular_a_8
Arsenal de Sarandí,3 -                                         0,Estudiantes,regular_a_8
Gimnasia La Plata,0 -                                         2,River Plate,regular_a_8
Boca Juniors,1 -                                         1,Newell´s Old Boys,regular_a_8
Banfield,0 -                                         1,San Lorenzo de Almagro,regular_a_8
Huracán,0 -                                         0,At. Tucumán,regular_a_8
Vélez Sarsfield,0 -                                         1,Defensa y Justicia,regular_a_8
Rosario Central,1 -                                         1,Racing Club,regular_a_8
Independiente,3 -                                         2,Talleres,regular_a_8
Central Córdoba (Santiago del Estero),1 -                                         0,Godoy Cruz,regular_a_8
Colón de Santa Fe,1 -                                         0,Argentinos Juniors,regular_a_8
Newell´s Old Boys,0 -                                         0,Banfield,regular_a_9
At. Tucumán,2 -                                         1,Talleres,regular_a_9
Godoy Cruz,2 -                                         4,Gimnasia La Plata,regular_a_9
Argentinos Juniors,2 -                                         1,Arsenal de Sarandí,regular_a_9
San Lorenzo de Almagro,1 -                                         4,Central Córdoba (Santiago del Estero),regular_a_9
Estudiantes,0 -                                         0,Huracán,regular_a_9
Racing Club,2 -                                         0,Aldosivi,regular_a_9
Vélez Sarsfield,2 -                                         0,Independiente,regular_a_9
Lanús,1 -                                         1,Rosario Central,regular_a_9
Unión Santa Fe,1 -                                         0,Colón de Santa Fe,regular_a_9
River Plate,2 -                                         0,Patronato,regular_a_9
Defensa y Justicia,0 -                                         1,Boca Juniors,regular_a_9
Arsenal de Sarandí,3 -                                         3,River Plate,regular_a_10
Boca Juniors,0 -                                         1,Racing Club,regular_a_10
Banfield,1 -                                         2,At. Tucumán,regular_a_10
Independiente,0 -                                         1,Argentinos Juniors,regular_a_10
Patronato,1 -                                         3,Newell´s Old Boys,regular_a_10
Talleres,2 -                                         4,Lanús,regular_a_10
Aldosivi,1 -                                         0,Defensa y Justicia,regular_a_10
Gimnasia La Plata,0 -                                         1,Unión Santa Fe,regular_a_10
Huracán,2 -                                         0,San Lorenzo de Almagro,regular_a_10
Rosario Central,0 -                                         1,Vélez Sarsfield,regular_a_10
Central Córdoba (Santiago del Estero),0 -                                         1,Estudiantes,regular_a_10
Colón de Santa Fe,2 -                                         1,Godoy Cruz,regular_a_10
Godoy Cruz,3 -                                         2,Aldosivi,regular_a_11
Estudiantes,3 -                                         0,Rosario Central,regular_a_11
At. Tucumán,2 -                                         0,Patronato,regular_a_11
Newell´s Old Boys,0 -                                         4,Gimnasia La Plata,regular_a_11
River Plate,2 -                                         1,Colón de Santa Fe,regular_a_11
Argentinos Juniors,1 -                                         0,Talleres,regular_a_11
San Lorenzo de Almagro,1 -                                         3,Defensa y Justicia,regular_a_11
Unión Santa Fe,2 -                                         2,Independiente,regular_a_11
Racing Club,0 -                                         0,Banfield,regular_a_11
Arsenal de Sarandí,2 -                                         2,Central Córdoba (Santiago del Estero),regular_a_11
Vélez Sarsfield,0 -                                         0,Huracán,regular_a_11
Lanús,2 -                                         1,Boca Juniors,regular_a_11
Colón de Santa Fe,0 -                                         2,At. Tucumán,regular_a_12
Gimnasia La Plata,0 -                                         1,Estudiantes,regular_a_12
Rosario Central,5 -                                         2,Godoy Cruz,regular_a_12
Aldosivi,1 -                                         2,River Plate,regular_a_12
Boca Juniors,5 -                                         1,Arsenal de Sarandí,regular_a_12
Banfield,3 -                                         3,Unión Santa Fe,regular_a_12
Talleres,1 -                                         0,Newell´s Old Boys,regular_a_12
Patronato,1 -                                         1,Racing Club,regular_a_12
Independiente,2 -                                         1,San Lorenzo de Almagro,regular_a_12
Defensa y Justicia,0 -                                         0,Argentinos Juniors,regular_a_12
Huracán,0 -                                         1,Lanús,regular_a_12
Central Córdoba (Santiago del Estero),0 -                                         0,Vélez Sarsfield,regular_a_12
Estudiantes,1 -                                         0,Talleres,regular_a_13
Unión Santa Fe,0 -                                         1,At. Tucumán,regular_a_13
Lanús,0 -                                         1,Banfield,regular_a_13
San Lorenzo de Almagro,3 -                                         0,Argentinos Juniors,regular_a_13
Godoy Cruz,1 -                                         2,Independiente,regular_a_13
Central Córdoba (Santiago del Estero),3 -                                         2,Patronato,regular_a_13
River Plate,0 -                                         1,Rosario Central,regular_a_13
Aldosivi,0 -                                         3,Gimnasia La Plata,regular_a_13
Newell´s Old Boys,2 -                                         0,Defensa y Justicia,regular_a_13
Racing Club,1 -                                         0,Huracán,regular_a_13
Vélez Sarsfield,0 -                                         0,Boca Juniors,regular_a_13
Arsenal de Sarandí,2 -                                         1,Colón de Santa Fe,regular_a_13
Defensa y Justicia,2 -                                         0,Lanús,regular_a_14
Huracán,1 -                                         1,Central Córdoba (Santiago del Estero),regular_a_14
At. Tucumán,2 -                                         2,San Lorenzo de Almagro,regular_a_14
Boca Juniors,2 -                                         0,Unión Santa Fe,regular_a_14
Banfield,1 -                                         0,Vélez Sarsfield,regular_a_14
Gimnasia La Plata,0 -                                         1,Arsenal de Sarandí,regular_a_14
Talleres,3 -                                         3,Racing Club,regular_a_14
Patronato,0 -                                         2,Godoy Cruz,regular_a_14
Colón de Santa Fe,3 -                                         2,Estudiantes,regular_a_14
Rosario Central,5 -                                         1,Aldosivi,regular_a_14
Argentinos Juniors,1 -                                         0,Newell´s Old Boys,regular_a_14
Independiente,1 -                                         2,River Plate,regular_a_14
Banfield,1 -                                         1,Gimnasia La Plata,regular_a_15
Racing Club,1 -                                         1,Defensa y Justicia,regular_a_15
Estudiantes,1 -                                         1,At. Tucumán,regular_a_15
Boca Juniors,1 -                                         1,Argentinos Juniors,regular_a_15
Newell´s Old Boys,2 -                                         3,River Plate,regular_a_15
San Lorenzo de Almagro,2 -                                         0,Patronato,regular_a_15
Godoy Cruz,0 -                                         5,Talleres,regular_a_15
Vélez Sarsfield,3 -                                         1,Colón de Santa Fe,regular_a_15
Aldosivi,0 -                                         0,Independiente,regular_a_15
Central Córdoba (Santiago del Estero),1 -                                         1,Rosario Central,regular_a_15
Arsenal de Sarandí,1 -                                         1,Lanús,regular_a_15
Unión Santa Fe,1 -                                         0,Huracán,regular_a_15
Colón de Santa Fe,0 -                                         2,Aldosivi,regular_a_16
Independiente,0 -                                         1,Banfield,regular_a_16
Huracán,0 -                                         2,Arsenal de Sarandí,regular_a_16
Talleres,0 -                                         0,Unión Santa Fe,regular_a_16
At. Tucumán,2 -                                         2,Newell´s Old Boys,regular_a_16
Lanús,1 -                                         0,Racing Club,regular_a_16
Defensa y Justicia,2 -                                         0,Godoy Cruz,regular_a_16
Gimnasia La Plata,2 -                                         1,Central Córdoba (Santiago del Estero),regular_a_16
Rosario Central,1 -                                         0,Boca Juniors,regular_a_16
River Plate,0 -                                         1,San Lorenzo de Almagro,regular_a_16
Patronato,0 -                                         1,Vélez Sarsfield,regular_a_16
Argentinos Juniors,1 -                                         1,Estudiantes,regular_a_16
Aldosivi,2 -                                         0,Lanús,regular_a_17
Gimnasia La Plata,0 -                                         0,Vélez Sarsfield,regular_a_17
Unión Santa Fe,1 -                                         0,Argentinos Juniors,regular_a_17
Rosario Central,2 -                                         1,Huracán,regular_a_17
Arsenal de Sarandí,1 -                                         1,Newell´s Old Boys,regular_a_17
San Lorenzo de Almagro,1 -                                         1,Estudiantes,regular_a_17
Central Córdoba (Santiago del Estero),1 -                                         0,Colón de Santa Fe,regular_a_17
Godoy Cruz,0 -                                         1,River Plate,regular_a_17
Defensa y Justicia,4 -                                         1,Talleres,regular_a_17
Banfield,3 -                                         3,Patronato,regular_a_17
